text,confidence,target
RT @beckbasher: RT @IanDavidB: RT @Shoq: CLIMATE CHANGE DENIERS: Bobby Jindal mocked volcano warnings. Read the papers lately? Start thinking for yourselves,1.0,Y
RT @TEDNews: Cara Mertes at #tedxvolcano: We're all stranded this weekend. And we're getting a sneak preview of climate change. We have to adapt.,1.0,Y
"Larry Brilliant at #TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socmedia @enviro",1.0,Y
"Larry Brilliant at TEDxVolcano: ""We have to fight for science; the single most important thing we face is climate change"" #socent #green",1.0,Y
"Damn man that ash cloud in Europe is crazy, they say due to global warming with the volcano activating,getting crazy",0.7425,Y
RT @TEDNews: Larry Brilliant at #tedxvolcano: Climate change is exacerbating all other crises of our age. But climate science is now under attack.,1.0,Y
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,0.6890000000000001,Y
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. http://oohja.com/xb62Q",0.9231,Y
Global Warming Causes Volcano Eruptions -- By: Jonah Goldberg: From Reuters: OSLO (Reuters) - A thaw of Iceland's... http://bit.ly/dqvsYV,0.6668,Y
"Global warming to impact wheat, rice production in India|Ludhiana, Apr 18 : Scarcity of water will have a serious .. http://oohja.com/xb60z",1.0,Y
RT @Climates_Change: Bring Indigenous Voices into the Conversation About Climate Change http://bit.ly/bbP0gG,0.6532,Y
"Climate Change & Volcanic Activity: ""Ice Cap Thaw May Awaken Icelandic Volcanoes http://twurl.nl/f0aqb3",1.0,Y
•À_No Rain in the Amazon: How South America•À_s Climate Change Affects Entire Planet•À_ -Interview of Nikolas Kozloff (vid) http://twurl.nl/asgkwk,1.0,Y
Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1.0,Y
"RT @bruces *Hmmm, they rather buried the lede here: Iceland glaciers melt from global warming, then volcanoes go off: http://bit.ly/anoudi",1.0,Y
"Not sure if this is consensus, but: scientist warns climate change will lead to more volcano crises due to melting ice. http://bit.ly/9ELCjd",0.6855,Y
Wishing I was in Cochabamba at the People's World Conference on Climate Change and the Rights of Mother Earth @boliviaun,0.6665,Y
I feel that already RT @organicnewyork Climate change making seasonal allergies worse. Near-record highs this Spring http://bit.ly/d5DMi6,1.0,Y
RT @organicnewyork: Climate change making seasonal allergies worse.  Near-record highs this Spring.  http://bit.ly/d5DMi6,1.0,Y
Like Icelandic volcanic eruptions disrupting your air travel? Climate change = glacier thaw = more of it. http://bit.ly/aJOZGb (via @mims),1.0,Y
Cochabamba Summit Offers New Approach to Combating Climate Change http://bit.ly/btb7jh,0.3717,N
"Climate Change is Making You Sneeze: http://bit.ly/c3YVMW The Eco-Sexy Solution? Nettle Root tincture, baby!",0.7014,Y
ENVIRONMENT: Climate of change: From something as simple as reminding computer users to power down when not workin... http://bit.ly/duQAk9,1.0,Y
"Professor?s Perspective: Reasons to be Concerned about Climate Change|Spring in Connecticut brings renewal, .. http://oohja.com/xaZEP",1.0,Y
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. http://oohja.com/xaZAj,0.6862,Y
The need to switch to renewable energy|Climate scientists have long warned us that global warming is accelerating .. http://oohja.com/xaZzN,1.0,Y
"Climate Change culprit for ""Off-the-Charts"" Pollen Counts... http://bit.ly/biteQA",1.0,Y
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/97DPXg,0.6702,Y
Allergy Season To Worsen With Climate Change: Report: A new report released on Wednesday by the National Wildlife... http://huff.to/9ipDju,1.0,Y
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://bit.ly/97DPXg,1.0,Y
"Author Nikolas Kozloff on ""No Rain in the Amazon: How South America's Climate Change Affects the Entire Planet"" http://bit.ly/cKs5dW",0.7188,Y
How do we solve this global warming thing? http://goo.gl/fb/ON8rH #cleantech,0.695,
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://url4.eu/2heiW,0.69,Y
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://url4.eu/2heip,1.0,Y
Coalition of the Tired of Waiting: Fighting Climate Change at Ground Level http://goo.gl/fb/hKvfY #cleantech,0.657,Y
How do we solve this global warming thing? http://url4.eu/2hdT2,1.0,Y
How do we solve this global warming thing? http://url4.eu/2hdSo,1.0,Y
Report: Allergy Season to Get Worse with Climate Change (Time.com) http://nxy.in/h4e3z,1.0,Y
Cute. I mention global warming and a denialist sends me a link to a Finnish newspaper article purportedly refuting it.,0.6702,Y
Is nationalizing the energy industry necessary to fight global warming?  http://bit.ly/9AEI0k,1.0,Y
Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. http://oohja.com/xaW3l,0.9128,Y
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. http://oohja.com/xaVgV,0.6539,Y
Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. http://oohja.com/xaVcb,1.0,Y
reading from @time Allergies Worse Than Ever? Blame Global Warming http://bit.ly/9QVt5w,1.0,Y
The $6BN REDD+ forest conservation partnership to curb climate change leaves on env'l groups & indigenous populations. http://bit.ly/9bbuoO,0.6508,Y
"2/3rds of Tbaggers don't think climate change is a serious problem. As I said, they're ignorant.",1.0,Y
Missing' heat may affect future climate change http://bit.ly/diXzNL #environment #eco,0.6535,Y
Climate Change - Building a Green Economy http://bit.ly/bzJACi,0.6715,Y
Climate change threatening Glacier National Park and Montana's economy - Examiner.com http://bit.ly/bN869t,1.0,Y
New York: Climate change could raise cost of allergies http://newyork.cityandpress.com/2010/04/15/climate-change-could-raise-cost-allergies,1.0,Y
Ecotone: #Climate change from a #population perspective http://ow.ly/1yNlN #cities #environment (via @argus27),0.5318,Y
Climate change blamed as coastal whale migration dwindles •À_ Ventura County.. http://retwt.me/1MPSj (via @PlanetSantaBarb),0.6554,Y
"Think your allergies are bad now? Wait until climate change kicks in, Michig.. http://retwt.me/1MPQX (via @greenmichigan)",1.0,Y
Exclusive: Climate change could raise cost of U.S. allergies| Reuters http://retwt.me/1MPF2 (via @healthfreaks),1.0,Y
Spring storm season starting a little late this year???  Must be global warming!,0.6502,N
Kenya: Extreme Weather Tests Pastoralist Perceptions: The effects of climate change - such as drought... http://tinyurl.com/yyupfmh #Africa,0.6598,Y
"Climate Change is Not Just About the Climate, it is About Our Lives : TreeHugger http://retwt.me/1MPhx (via @paulo_one)",1.0,Y
All 30 Major League Baseball Teams Throw Curve to Climate Change Deniers http://bit.ly/cywGTN,1.0,Y
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MODN (via @tweeterism),1.0,Y
Tip of the Day: Plant One Tree on your Birthday - Plants absorb CO2 which helps reduce Global Warming.,1.0,Y
United States Must Lead on Climate Change •À_ Kerry; Climate and Energy Bill Has Multiple Benefits #green http://bit.ly/d0lRwo,0.6781,
"Green:Net: How the Internet, Computing Can Fight Climate Change http://bit.ly/9exozj",1.0,Y
"3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica http://retwt.me/1MOwy (via @greenREACH)",0.5314,
"Green:Net: How the Internet, Computing Can Fight Climate Change: The Internet, software, computing... http://bit.ly/9exozj (Via @inhabitat)",1.0,Y
Leaked U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change http://retwt.me/1MOhG (via @planetprison3r),0.6603,Y
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://ff.im/-iVsBt,1.0,Y
Reinvent Cities to Stop Climate Change http://retwt.me/1MO9d (via @reenymal),1.0,Y
Climate Change Continues To Melt Glacier National Park's Icons | National P.. http://retwt.me/1MNUL (via @nat_parks_news),1.0,Y
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MNMY (via @meganurupo),0.7096,Y
Climate Change - 100 Endangered Places and How to Save Them - Newsweek http://retwt.me/1MNC2 (via @stevegeritano),1.0,Y
Abu Dhabi faces climate change flood threat - expert - Culture & Society - Arabia.. http://retwt.me/1MNjF (via @zaqzaqat),1.0,Y
"China active, serious in tackling climate change, says vice president | Humani.. http://retwt.me/1MN3W (via @NewsOnGreen)",1.0,Y
"You and Us and Me - China active, serious in tackling climate change, says vic.. http://retwt.me/1MN3p (via @NewsOnGreen)",1.0,Y
Study: SE Asia will be hit hard by climate change http://retwt.me/1MN2w (via @cuddlendance),1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 27,1.0,Y
Obama: China Must Act Soon on Climate Change http://bit.ly/b6vhX2,1.0,Y
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy",1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 28,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 29,0.6945,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 30,1.0,Y
Demand Congress take action on climate change. Pls sign the petition. http://bit.ly/9tnK2S,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 31,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 32,1.0,Y
Carbon Age is killing us. Climate change legislation now: http://action.sierraclub.org/site/MessageViewer?em_id=173961.0,1.0,Y
Obama says in TV interview that 'we can't allow China to wait' on tackling climate change http://bit.ly/b9XdIz,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 33,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 34,1.0,Y
Government Claims Global Warming May Cause Cancer http://bit.ly/cbPJhu,1.0,Y
Government Claims Global Warming May Cause Cancer http://bit.ly/dhLLuq,0.6569,
Protect Wildlife Habitat from Climate Change: http://www.thepetitionsite.com/takeaction/820159630,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 35,0.6757,Y
Plan B: California Braces for Climate Change http://bit.ly/99dwDO,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 36,1.0,Y
Nine scenarios for imminent apocalypse•À_only one is global warming http://j.mp/aYqZO2 (via @rawdawgbuffalo),0.5492,Y
"If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy",1.0,Y
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... http://bit.ly/cqCzSj,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 7,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 8,1.0,Y
"http://bit.ly/dCjUlz -Ancient Weapons Emerge From Melting Arctic Ice-Wow,positive side of Global Warming.Other one is reclaim of dry land",1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 9,1.0,Y
Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra,1.0,Y
"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  http://bit.ly/cDeYFt",0.8373,Y
SEC warns publically held companies to advise investors of risks of #climate change. http://ow.ly/1DUIy #CSR,1.0,Y
Save the Whales and They'll Save Us from Global Warming http://bit.ly/cN013J #tcot,1.0,Y
"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.",0.6368,Y
We should be leaders on climate change but it is always put on the back burner... http://dld.bz/b3mA,1.0,Y
RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? http://bit.ly/abDh6c,1.0,Y
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/cPxcfZ,0.6757,Y
Climate change and Why Your Allergies Are Getting Worse http://bit.ly/dzYKHK /via @MotherJones,1.0,Y
Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at http://n.pr/126226938,0.6671,Y
RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world,1.0,Y
Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/94D2xv,1.0,Y
Italy: PhD Programme in Science and Management of Climate Change ...: PhD Programme in Science and Management of C... http://bit.ly/9I6mr6,0.6326,
Oxfam: Climate change devastating rural Ethiopian communities. http://tinyurl.com/3a67ary #Oxfam #climatechange,1.0,Y
Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen,1.0,Y
Go for the green! Olympic athletes push for climate change action -- http://mnn.com/node/55056 #climatechange #climateaction #green,0.6479,Y
DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... http://bit.ly/9m44EJ,1.0,Y
Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health http://bit.ly/99jnIZ #moms #families #eco,1.0,Y
